NEXTFLEX_ID,Nextera_i7,seqlev,hamming
UDI0380,v2_Ad2.49,4,5
UDI0381,v2_Ad2.18,4,6
UDI0331,v2_Ad2.44,2,6
UDI0339,v2_Ad2.40,4,7
UDI0332,v2_Ad2.87,4,6
UDI0360,v2_Ad2.61,4,5
UDI0354,v2_Ad2.3,4,7
UDI0304,v2_Ad2.59,5,6
UDI0336,v2_Ad2.29,4,8
UDI0383,v2_Ad2.88,5,5
UDI0384,v2_Ad2.17,2,2
UDI0370,v2_Ad2.82,3,6
UDI0290,v2_Ad2.93,6,7
UDI0295,v2_Ad2.18,5,6
UDI0364,v2_Ad2.77,5,6
UDI0364,v2_Ad2.58,4,6
UDI0290,v2_Ad2.96,3,3
UDI0302,v2_Ad2.19,3,6
UDI0366,v2_Ad2.47,5,6
UDI0350,v2_Ad2.19,5,7
UDI0359,v2_Ad2.1,4,5
UDI0384,v2_Ad2.38,5,6
UDI0361,v2_Ad2.52,5,7
UDI0339,v2_Ad2.95,5,8
UDI0301,v2_Ad2.41,3,8
UDI0376,v2_Ad2.47,4,5
UDI0325,v2_Ad2.74,4,5
UDI0365,v2_Ad2.41,4,5
UDI0377,v2_Ad2.57,4,5
UDI0360,v2_Ad2.14,6,7
UDI0379,v2_Ad2.59,5,7
UDI0373,v2_Ad2.76,4,6
UDI0303,v2_Ad2.31,3,5
UDI0312,v2_Ad2.78,6,7
UDI0293,v2_Ad2.50,5,7
UDI0340,v2_Ad2.24,6,7
UDI0302,v2_Ad2.5,3,7
UDI0381,v2_Ad2.75,5,7
UDI0296,v2_Ad2.27,4,5
UDI0359,v2_Ad2.14,4,6
UDI0342,v2_Ad2.78,4,6
UDI0294,v2_Ad2.17,5,5
UDI0354,v2_Ad2.59,4,4
UDI0355,v2_Ad2.36,5,5
UDI0299,v2_Ad2.24,6,8
UDI0378,v2_Ad2.95,4,5
UDI0360,v2_Ad2.84,5,8
UDI0360,v2_Ad2.36,4,7
UDI0342,v2_Ad2.20,4,5
UDI0322,v2_Ad2.44,5,8
UDI0342,v2_Ad2.28,5,6
UDI0308,v2_Ad2.47,6,7
UDI0290,v2_Ad2.7,6,7
UDI0375,v2_Ad2.53,5,7
UDI0319,v2_Ad2.45,5,6
UDI0317,v2_Ad2.94,4,5
UDI0356,v2_Ad2.28,4,6
UDI0313,v2_Ad2.31,3,4
UDI0326,v2_Ad2.55,3,5
UDI0319,v2_Ad2.61,4,5
UDI0298,v2_Ad2.28,4,5
UDI0291,v2_Ad2.14,5,7
UDI0344,v2_Ad2.33,4,7
UDI0317,v2_Ad2.90,5,8
UDI0295,v2_Ad2.36,3,7
UDI0362,v2_Ad2.57,6,7
UDI0315,v2_Ad2.32,3,5
UDI0340,v2_Ad2.62,5,6
UDI0323,v2_Ad2.74,4,7
UDI0354,v2_Ad2.78,5,7
UDI0366,v2_Ad2.68,3,3
UDI0313,v2_Ad2.81,5,7
UDI0382,v2_Ad2.21,4,6
UDI0349,v2_Ad2.18,6,7
UDI0361,v2_Ad2.6,3,8
UDI0352,v2_Ad2.39,4,7
UDI0340,v2_Ad2.50,5,7
UDI0363,v2_Ad2.11,5,5
UDI0308,v2_Ad2.57,4,7
UDI0356,v2_Ad2.80,4,7
UDI0356,v2_Ad2.1,4,7
UDI0316,v2_Ad2.8,5,6
UDI0320,v2_Ad2.54,5,8
UDI0357,v2_Ad2.36,4,8
UDI0321,v2_Ad2.38,3,7
UDI0350,v2_Ad2.67,5,6
UDI0352,v2_Ad2.74,4,5
UDI0372,v2_Ad2.6,4,8
UDI0345,v2_Ad2.45,4,5
UDI0380,v2_Ad2.77,5,7
UDI0322,v2_Ad2.88,6,7
UDI0311,v2_Ad2.76,4,8
UDI0296,v2_Ad2.36,3,4
UDI0367,v2_Ad2.93,5,5
UDI0307,v2_Ad2.76,4,8
UDI0345,v2_Ad2.91,5,7
UDI0362,v2_Ad2.62,4,4
UDI0318,v2_Ad2.34,4,4
UDI0360,v2_Ad2.83,4,5
UDI0359,v2_Ad2.32,4,8
UDI0367,v2_Ad2.53,4,5
UDI0346,v2_Ad2.96,4,4
UDI0293,v2_Ad2.67,3,7
UDI0303,v2_Ad2.65,3,7
UDI0333,v2_Ad2.90,4,6
UDI0303,v2_Ad2.72,4,5
UDI0325,v2_Ad2.81,5,7
UDI0331,v2_Ad2.88,5,6
UDI0315,v2_Ad2.20,4,7
UDI0297,v2_Ad2.95,5,5
UDI0333,v2_Ad2.19,2,7
UDI0299,v2_Ad2.83,5,6
UDI0336,v2_Ad2.68,4,7
UDI0348,v2_Ad2.68,4,7
UDI0346,v2_Ad2.88,5,6
UDI0322,v2_Ad2.86,5,6
UDI0379,v2_Ad2.5,4,7
UDI0352,v2_Ad2.29,3,6
UDI0347,v2_Ad2.82,4,6
UDI0341,v2_Ad2.81,4,7
UDI0315,v2_Ad2.19,4,8
UDI0315,v2_Ad2.36,3,4
UDI0340,v2_Ad2.17,6,6
UDI0334,v2_Ad2.74,4,6
UDI0305,v2_Ad2.50,3,3
UDI0371,v2_Ad2.75,4,5
UDI0344,v2_Ad2.72,5,6
UDI0341,v2_Ad2.87,3,3
UDI0370,v2_Ad2.48,4,6
UDI0371,v2_Ad2.55,4,5
UDI0366,v2_Ad2.29,3,5
UDI0348,v2_Ad2.47,5,5
UDI0299,v2_Ad2.50,5,8
UDI0293,v2_Ad2.60,5,6
UDI0302,v2_Ad2.21,5,7
UDI0360,v2_Ad2.70,5,7
UDI0306,v2_Ad2.75,5,7
UDI0350,v2_Ad2.70,5,6
UDI0329,v2_Ad2.46,3,7
UDI0340,v2_Ad2.28,5,7
UDI0337,v2_Ad2.5,4,6
UDI0345,v2_Ad2.50,5,8
UDI0377,v2_Ad2.28,2,5
UDI0353,v2_Ad2.85,4,8
UDI0360,v2_Ad2.7,4,4
UDI0364,v2_Ad2.8,4,7
UDI0373,v2_Ad2.28,3,4
UDI0377,v2_Ad2.55,5,6
UDI0345,v2_Ad2.95,4,5
UDI0344,v2_Ad2.93,5,6
UDI0338,v2_Ad2.89,5,6
UDI0293,v2_Ad2.32,3,4
UDI0344,v2_Ad2.67,4,7
UDI0311,v2_Ad2.27,5,6
UDI0373,v2_Ad2.16,5,6
UDI0292,v2_Ad2.80,3,3
UDI0377,v2_Ad2.64,4,5
UDI0311,v2_Ad2.75,5,7
UDI0358,v2_Ad2.35,3,5
UDI0323,v2_Ad2.17,4,4
UDI0307,v2_Ad2.24,5,5
UDI0324,v2_Ad2.38,5,6
UDI0384,v2_Ad2.94,5,7
UDI0367,v2_Ad2.29,4,6
UDI0322,v2_Ad2.83,3,6
UDI0367,v2_Ad2.78,5,5
UDI0332,v2_Ad2.55,6,8
UDI0375,v2_Ad2.37,4,4
UDI0375,v2_Ad2.74,4,5
UDI0313,v2_Ad2.26,3,7
UDI0352,v2_Ad2.11,4,5
UDI0365,v2_Ad2.62,4,5
UDI0296,v2_Ad2.73,2,3
UDI0351,v2_Ad2.62,4,5
UDI0347,v2_Ad2.2,5,5
UDI0382,v2_Ad2.95,5,6
UDI0309,v2_Ad2.64,6,7
UDI0379,v2_Ad2.82,5,6
UDI0337,v2_Ad2.69,5,7
UDI0339,v2_Ad2.42,4,8
UDI0331,v2_Ad2.62,5,8
UDI0365,v2_Ad2.10,5,5
UDI0312,v2_Ad2.31,3,7
UDI0325,v2_Ad2.51,4,6
UDI0380,v2_Ad2.51,5,6
UDI0307,v2_Ad2.67,3,7
UDI0342,v2_Ad2.11,4,6
UDI0353,v2_Ad2.65,5,5
UDI0310,v2_Ad2.64,5,6
UDI0299,v2_Ad2.45,3,4
UDI0364,v2_Ad2.24,5,7
UDI0370,v2_Ad2.77,5,6
UDI0295,v2_Ad2.73,3,6
UDI0343,v2_Ad2.54,4,4
UDI0320,v2_Ad2.55,5,7
UDI0327,v2_Ad2.80,5,6
UDI0368,v2_Ad2.75,5,8
UDI0321,v2_Ad2.7,5,5
UDI0353,v2_Ad2.28,4,5
UDI0375,v2_Ad2.49,5,7
UDI0315,v2_Ad2.39,5,6
UDI0338,v2_Ad2.35,4,6
UDI0327,v2_Ad2.31,4,6
UDI0305,v2_Ad2.5,4,8
UDI0300,v2_Ad2.31,3,3
UDI0365,v2_Ad2.72,2,6
UDI0337,v2_Ad2.61,3,3
UDI0366,v2_Ad2.86,4,4
UDI0370,v2_Ad2.79,4,7
UDI0314,v2_Ad2.22,4,5
UDI0383,v2_Ad2.50,6,8
UDI0290,v2_Ad2.86,6,6
UDI0316,v2_Ad2.3,5,6
UDI0384,v2_Ad2.4,4,5
UDI0294,v2_Ad2.72,2,6
UDI0327,v2_Ad2.48,3,3
UDI0325,v2_Ad2.69,5,5
UDI0335,v2_Ad2.50,4,5
UDI0308,v2_Ad2.39,5,5
UDI0341,v2_Ad2.18,4,6
UDI0363,v2_Ad2.77,3,4
UDI0335,v2_Ad2.43,4,6
UDI0343,v2_Ad2.63,3,3
UDI0337,v2_Ad2.51,6,8
UDI0382,v2_Ad2.39,5,7
UDI0337,v2_Ad2.78,5,6
UDI0335,v2_Ad2.41,6,7
UDI0329,v2_Ad2.75,5,6
UDI0310,v2_Ad2.61,4,7
UDI0377,v2_Ad2.43,4,5
UDI0365,v2_Ad2.12,5,7
UDI0369,v2_Ad2.30,3,4
UDI0364,v2_Ad2.30,3,6
UDI0356,v2_Ad2.46,5,7
UDI0322,v2_Ad2.94,4,6
UDI0358,v2_Ad2.55,4,6
UDI0359,v2_Ad2.36,4,4
UDI0323,v2_Ad2.1,4,7
UDI0338,v2_Ad2.8,4,7
UDI0311,v2_Ad2.88,5,6
UDI0343,v2_Ad2.73,3,6
UDI0341,v2_Ad2.36,4,6
UDI0355,v2_Ad2.7,3,6
UDI0342,v2_Ad2.19,4,7
UDI0332,v2_Ad2.32,3,7
UDI0341,v2_Ad2.34,4,5
UDI0354,v2_Ad2.51,4,7
UDI0343,v2_Ad2.23,4,7
UDI0345,v2_Ad2.67,4,8
UDI0311,v2_Ad2.59,3,5
UDI0316,v2_Ad2.60,4,5
UDI0302,v2_Ad2.24,4,7
UDI0373,v2_Ad2.41,4,7
UDI0345,v2_Ad2.27,5,6
UDI0320,v2_Ad2.74,4,5
UDI0344,v2_Ad2.74,3,4
UDI0291,v2_Ad2.55,4,7
UDI0297,v2_Ad2.22,4,6
UDI0300,v2_Ad2.21,4,4
UDI0338,v2_Ad2.56,6,8
UDI0301,v2_Ad2.51,5,5
UDI0332,v2_Ad2.33,4,7
UDI0327,v2_Ad2.84,5,6
UDI0350,v2_Ad2.62,6,6
UDI0322,v2_Ad2.31,3,4
UDI0312,v2_Ad2.12,4,6
UDI0341,v2_Ad2.92,4,6
UDI0314,v2_Ad2.59,4,6
UDI0372,v2_Ad2.7,4,5
UDI0351,v2_Ad2.87,5,7
UDI0356,v2_Ad2.24,5,6
UDI0356,v2_Ad2.72,3,7
UDI0315,v2_Ad2.49,4,6
UDI0307,v2_Ad2.31,4,5
UDI0325,v2_Ad2.50,4,5
UDI0317,v2_Ad2.15,5,8
UDI0343,v2_Ad2.25,5,7
UDI0372,v2_Ad2.71,4,7
UDI0359,v2_Ad2.93,5,6
UDI0379,v2_Ad2.28,2,7
UDI0303,v2_Ad2.22,3,5
UDI0289,v2_Ad2.56,5,6
UDI0316,v2_Ad2.15,4,7
UDI0343,v2_Ad2.13,3,6
UDI0329,v2_Ad2.61,3,5
UDI0321,v2_Ad2.68,3,4
UDI0330,v2_Ad2.23,4,5
UDI0293,v2_Ad2.21,6,8
UDI0305,v2_Ad2.44,4,5
UDI0293,v2_Ad2.83,4,7
UDI0345,v2_Ad2.76,4,7
UDI0316,v2_Ad2.70,4,4
UDI0321,v2_Ad2.37,3,6
UDI0298,v2_Ad2.33,3,4
UDI0312,v2_Ad2.33,4,7
UDI0303,v2_Ad2.94,4,6
UDI0364,v2_Ad2.82,3,3
UDI0352,v2_Ad2.18,4,4
UDI0299,v2_Ad2.6,4,5
UDI0293,v2_Ad2.80,4,8
UDI0367,v2_Ad2.18,5,5
UDI0370,v2_Ad2.34,4,6
UDI0330,v2_Ad2.57,5,6
UDI0308,v2_Ad2.65,7,8
UDI0370,v2_Ad2.50,5,6
UDI0356,v2_Ad2.31,4,4
UDI0301,v2_Ad2.31,3,4
UDI0371,v2_Ad2.90,4,8
UDI0304,v2_Ad2.74,4,5
UDI0328,v2_Ad2.82,4,6
UDI0383,v2_Ad2.40,6,6
UDI0370,v2_Ad2.53,4,4
UDI0322,v2_Ad2.74,5,6
UDI0330,v2_Ad2.7,4,5
UDI0339,v2_Ad2.49,4,4
UDI0343,v2_Ad2.78,6,7
UDI0353,v2_Ad2.75,5,8
UDI0296,v2_Ad2.5,5,6
UDI0351,v2_Ad2.27,3,3
UDI0297,v2_Ad2.45,4,4
UDI0382,v2_Ad2.92,4,7
UDI0302,v2_Ad2.41,2,2
UDI0377,v2_Ad2.91,4,6
UDI0364,v2_Ad2.83,4,4
UDI0308,v2_Ad2.62,6,7
UDI0317,v2_Ad2.61,4,5
UDI0327,v2_Ad2.17,3,3
UDI0303,v2_Ad2.87,6,7
UDI0358,v2_Ad2.22,4,5
UDI0381,v2_Ad2.23,4,5
UDI0332,v2_Ad2.79,4,5
UDI0336,v2_Ad2.51,5,6
UDI0347,v2_Ad2.94,5,6
UDI0353,v2_Ad2.34,4,5
UDI0332,v2_Ad2.45,4,5
UDI0336,v2_Ad2.14,6,8
UDI0307,v2_Ad2.35,5,6
UDI0352,v2_Ad2.21,4,8
UDI0379,v2_Ad2.1,4,5
UDI0324,v2_Ad2.79,3,4
UDI0341,v2_Ad2.95,5,6
UDI0346,v2_Ad2.50,6,7
UDI0323,v2_Ad2.31,3,4
UDI0324,v2_Ad2.17,5,5
UDI0367,v2_Ad2.95,4,6
UDI0355,v2_Ad2.23,4,6
UDI0384,v2_Ad2.50,2,4
UDI0292,v2_Ad2.41,4,5
UDI0374,v2_Ad2.13,4,8
UDI0353,v2_Ad2.89,4,5
UDI0368,v2_Ad2.71,4,5
UDI0313,v2_Ad2.47,4,6
UDI0301,v2_Ad2.48,4,5
UDI0306,v2_Ad2.60,4,7
UDI0375,v2_Ad2.22,4,7
UDI0383,v2_Ad2.36,6,7
UDI0380,v2_Ad2.19,5,5
UDI0300,v2_Ad2.46,3,7
UDI0319,v2_Ad2.91,4,4
UDI0384,v2_Ad2.70,5,7
UDI0313,v2_Ad2.95,5,6
UDI0299,v2_Ad2.9,5,8
UDI0333,v2_Ad2.28,4,8
UDI0346,v2_Ad2.6,4,7
UDI0359,v2_Ad2.56,4,6
UDI0309,v2_Ad2.29,2,2
UDI0346,v2_Ad2.4,5,8
UDI0363,v2_Ad2.84,4,6
UDI0294,v2_Ad2.4,4,4
UDI0364,v2_Ad2.65,5,6
UDI0371,v2_Ad2.40,3,8
UDI0383,v2_Ad2.32,4,5
UDI0337,v2_Ad2.44,4,5
UDI0346,v2_Ad2.22,5,5
UDI0363,v2_Ad2.92,3,4
UDI0354,v2_Ad2.23,4,6
UDI0368,v2_Ad2.56,4,6
UDI0291,v2_Ad2.2,3,7
UDI0301,v2_Ad2.20,4,5
UDI0373,v2_Ad2.87,5,8
UDI0301,v2_Ad2.65,4,5
UDI0331,v2_Ad2.13,3,6
UDI0349,v2_Ad2.48,3,5
UDI0311,v2_Ad2.73,3,4
UDI0340,v2_Ad2.27,4,8
UDI0339,v2_Ad2.16,3,4
UDI0307,v2_Ad2.94,4,5
UDI0344,v2_Ad2.46,4,7
UDI0325,v2_Ad2.26,4,7
UDI0348,v2_Ad2.63,4,8
UDI0344,v2_Ad2.40,5,8
UDI0322,v2_Ad2.77,6,6
UDI0330,v2_Ad2.47,4,7
UDI0329,v2_Ad2.9,4,4
UDI0353,v2_Ad2.45,5,6
UDI0297,v2_Ad2.85,3,4
UDI0293,v2_Ad2.42,5,5
UDI0337,v2_Ad2.76,2,6
UDI0382,v2_Ad2.70,4,4
UDI0352,v2_Ad2.17,4,4
UDI0313,v2_Ad2.20,4,6
UDI0303,v2_Ad2.10,6,8
UDI0345,v2_Ad2.92,5,7
UDI0335,v2_Ad2.72,5,7
UDI0382,v2_Ad2.25,5,6
UDI0354,v2_Ad2.32,2,3
UDI0297,v2_Ad2.90,4,5
UDI0357,v2_Ad2.63,4,6
UDI0321,v2_Ad2.85,4,4
UDI0303,v2_Ad2.46,4,6
UDI0308,v2_Ad2.67,5,7
UDI0292,v2_Ad2.18,4,7
UDI0344,v2_Ad2.75,5,7
UDI0323,v2_Ad2.36,5,7
UDI0347,v2_Ad2.6,4,4
UDI0346,v2_Ad2.36,6,6
UDI0345,v2_Ad2.88,3,5
UDI0335,v2_Ad2.90,5,7
UDI0375,v2_Ad2.19,5,6
UDI0355,v2_Ad2.78,5,6
UDI0356,v2_Ad2.84,4,5
UDI0345,v2_Ad2.94,5,8
UDI0369,v2_Ad2.31,5,6
UDI0325,v2_Ad2.53,5,7
UDI0343,v2_Ad2.33,3,6
UDI0336,v2_Ad2.39,2,7
UDI0305,v2_Ad2.57,4,7
UDI0381,v2_Ad2.37,4,5
UDI0331,v2_Ad2.46,4,6
UDI0336,v2_Ad2.94,5,7
UDI0376,v2_Ad2.88,4,6
UDI0368,v2_Ad2.11,3,5
UDI0290,v2_Ad2.74,4,8
UDI0384,v2_Ad2.21,5,7
UDI0378,v2_Ad2.60,4,5
UDI0352,v2_Ad2.33,5,7
UDI0356,v2_Ad2.63,3,4
UDI0338,v2_Ad2.38,3,6
UDI0382,v2_Ad2.41,4,7
UDI0383,v2_Ad2.91,4,6
UDI0306,v2_Ad2.17,6,7
UDI0373,v2_Ad2.64,5,6
UDI0362,v2_Ad2.40,5,5
UDI0356,v2_Ad2.5,5,7
UDI0344,v2_Ad2.96,5,7
UDI0322,v2_Ad2.84,5,7
UDI0292,v2_Ad2.38,5,8
UDI0338,v2_Ad2.47,3,4
UDI0312,v2_Ad2.24,5,7
UDI0362,v2_Ad2.89,5,6
UDI0335,v2_Ad2.14,4,5
UDI0335,v2_Ad2.54,4,7
UDI0343,v2_Ad2.91,4,6
UDI0342,v2_Ad2.53,4,8
UDI0331,v2_Ad2.7,4,6
UDI0326,v2_Ad2.23,5,5
UDI0364,v2_Ad2.89,3,4
UDI0362,v2_Ad2.78,6,7
UDI0292,v2_Ad2.32,4,7
UDI0379,v2_Ad2.78,4,7
UDI0339,v2_Ad2.85,5,7
UDI0343,v2_Ad2.83,3,5
UDI0324,v2_Ad2.57,5,5
UDI0353,v2_Ad2.4,4,4
UDI0348,v2_Ad2.43,5,5
UDI0369,v2_Ad2.93,5,7
UDI0291,v2_Ad2.12,4,5
UDI0363,v2_Ad2.61,5,7
UDI0352,v2_Ad2.7,4,6
UDI0338,v2_Ad2.51,3,6
UDI0317,v2_Ad2.92,4,5
UDI0312,v2_Ad2.57,5,5
UDI0294,v2_Ad2.66,4,7
UDI0298,v2_Ad2.34,4,6
UDI0318,v2_Ad2.93,5,7
UDI0330,v2_Ad2.89,5,6
UDI0355,v2_Ad2.89,3,7
UDI0301,v2_Ad2.76,3,4
UDI0342,v2_Ad2.69,4,7
UDI0306,v2_Ad2.79,4,8
UDI0322,v2_Ad2.79,3,3
UDI0358,v2_Ad2.52,5,8
UDI0321,v2_Ad2.63,2,2
UDI0324,v2_Ad2.13,4,5
UDI0318,v2_Ad2.51,6,8
UDI0304,v2_Ad2.1,4,6
UDI0342,v2_Ad2.62,4,7
UDI0376,v2_Ad2.33,5,7
UDI0328,v2_Ad2.95,4,8
UDI0351,v2_Ad2.34,2,7
UDI0332,v2_Ad2.64,4,5
UDI0342,v2_Ad2.46,5,8
UDI0337,v2_Ad2.62,4,5
UDI0296,v2_Ad2.18,5,6
UDI0310,v2_Ad2.23,4,6
UDI0342,v2_Ad2.92,4,7
UDI0340,v2_Ad2.68,4,8
UDI0364,v2_Ad2.22,4,5
UDI0344,v2_Ad2.52,4,5
UDI0322,v2_Ad2.81,5,7
UDI0295,v2_Ad2.54,4,5
UDI0314,v2_Ad2.77,5,5
UDI0332,v2_Ad2.60,3,5
UDI0328,v2_Ad2.50,5,6
UDI0351,v2_Ad2.74,4,5
UDI0307,v2_Ad2.39,4,4
UDI0360,v2_Ad2.21,5,6
UDI0367,v2_Ad2.16,6,7
UDI0315,v2_Ad2.44,4,7
UDI0296,v2_Ad2.96,4,5
UDI0356,v2_Ad2.13,5,7
UDI0354,v2_Ad2.63,3,3
UDI0335,v2_Ad2.61,5,5
UDI0330,v2_Ad2.14,4,5
UDI0310,v2_Ad2.14,5,6
UDI0370,v2_Ad2.29,4,6
UDI0291,v2_Ad2.32,2,4
UDI0351,v2_Ad2.45,4,7
UDI0343,v2_Ad2.65,4,7
UDI0341,v2_Ad2.30,4,5
UDI0375,v2_Ad2.5,4,5
UDI0345,v2_Ad2.8,5,5
UDI0292,v2_Ad2.14,5,5
UDI0359,v2_Ad2.51,5,5
UDI0329,v2_Ad2.32,3,4
UDI0327,v2_Ad2.96,3,5
UDI0311,v2_Ad2.30,4,5
UDI0372,v2_Ad2.15,5,6
UDI0354,v2_Ad2.35,4,7
UDI0290,v2_Ad2.59,4,6
UDI0341,v2_Ad2.3,4,6
UDI0320,v2_Ad2.60,4,4
UDI0383,v2_Ad2.37,4,7
UDI0350,v2_Ad2.42,4,6
UDI0329,v2_Ad2.92,4,6
UDI0339,v2_Ad2.19,3,4
UDI0331,v2_Ad2.89,5,6
UDI0367,v2_Ad2.43,3,7
UDI0351,v2_Ad2.12,3,5
UDI0349,v2_Ad2.25,4,5
UDI0319,v2_Ad2.56,4,4
UDI0330,v2_Ad2.15,5,7
UDI0358,v2_Ad2.67,2,8
UDI0335,v2_Ad2.10,4,6
UDI0304,v2_Ad2.8,4,6
UDI0305,v2_Ad2.17,4,6
UDI0319,v2_Ad2.29,5,6
UDI0306,v2_Ad2.37,4,5
UDI0374,v2_Ad2.44,4,6
UDI0370,v2_Ad2.90,3,5
UDI0376,v2_Ad2.78,3,3
UDI0361,v2_Ad2.39,4,7
UDI0325,v2_Ad2.71,4,6
UDI0350,v2_Ad2.90,5,7
UDI0330,v2_Ad2.77,5,5
UDI0317,v2_Ad2.65,5,6
UDI0344,v2_Ad2.14,5,5
UDI0353,v2_Ad2.70,3,7
UDI0340,v2_Ad2.95,3,3
UDI0379,v2_Ad2.33,4,7
UDI0324,v2_Ad2.24,5,7
UDI0317,v2_Ad2.35,5,6
UDI0296,v2_Ad2.35,5,8
UDI0329,v2_Ad2.48,4,7
UDI0354,v2_Ad2.64,4,5
UDI0383,v2_Ad2.19,4,5
UDI0297,v2_Ad2.24,6,8
UDI0307,v2_Ad2.95,4,7
UDI0293,v2_Ad2.96,4,6
UDI0345,v2_Ad2.28,6,7
UDI0364,v2_Ad2.45,5,6
UDI0308,v2_Ad2.20,5,6
UDI0368,v2_Ad2.36,5,6
UDI0310,v2_Ad2.4,4,6
UDI0319,v2_Ad2.16,5,8
UDI0347,v2_Ad2.9,5,7
UDI0356,v2_Ad2.20,4,4
UDI0298,v2_Ad2.5,5,6
UDI0337,v2_Ad2.20,4,7
UDI0314,v2_Ad2.36,4,6
UDI0369,v2_Ad2.60,4,7
UDI0368,v2_Ad2.87,5,6
UDI0331,v2_Ad2.16,4,5
UDI0369,v2_Ad2.76,5,7
UDI0327,v2_Ad2.49,4,6
UDI0328,v2_Ad2.19,4,4
UDI0335,v2_Ad2.78,5,7
UDI0347,v2_Ad2.35,5,6
UDI0377,v2_Ad2.44,5,7
UDI0347,v2_Ad2.13,4,5
UDI0357,v2_Ad2.82,4,6
UDI0332,v2_Ad2.27,5,5
UDI0308,v2_Ad2.63,3,3
UDI0379,v2_Ad2.23,4,5
UDI0317,v2_Ad2.59,4,6
UDI0323,v2_Ad2.8,5,5
UDI0315,v2_Ad2.77,4,6
UDI0332,v2_Ad2.49,3,5
UDI0310,v2_Ad2.65,3,5
UDI0352,v2_Ad2.44,3,7
UDI0369,v2_Ad2.33,4,7
UDI0307,v2_Ad2.87,5,8
UDI0335,v2_Ad2.52,4,5
UDI0348,v2_Ad2.76,4,4
UDI0364,v2_Ad2.53,4,8
UDI0324,v2_Ad2.39,4,5
UDI0290,v2_Ad2.19,4,8
UDI0344,v2_Ad2.5,5,6
UDI0362,v2_Ad2.68,4,5
UDI0353,v2_Ad2.84,4,6
UDI0338,v2_Ad2.1,5,7
UDI0344,v2_Ad2.87,5,7
UDI0340,v2_Ad2.60,4,6
UDI0298,v2_Ad2.56,3,5
UDI0381,v2_Ad2.64,5,6
UDI0361,v2_Ad2.35,4,5
UDI0338,v2_Ad2.73,3,3
UDI0300,v2_Ad2.89,3,8
UDI0313,v2_Ad2.91,4,7
UDI0351,v2_Ad2.78,5,6
UDI0307,v2_Ad2.63,3,5
UDI0327,v2_Ad2.67,5,7
UDI0346,v2_Ad2.82,5,6
UDI0343,v2_Ad2.11,4,6
UDI0293,v2_Ad2.88,5,5
UDI0359,v2_Ad2.22,4,6
UDI0353,v2_Ad2.36,5,5
UDI0338,v2_Ad2.84,5,6
UDI0330,v2_Ad2.25,5,5
UDI0303,v2_Ad2.70,5,7
UDI0306,v2_Ad2.51,3,6
UDI0337,v2_Ad2.74,4,6
UDI0371,v2_Ad2.85,5,5
UDI0342,v2_Ad2.9,4,6
UDI0302,v2_Ad2.58,5,5
UDI0322,v2_Ad2.46,5,7
UDI0322,v2_Ad2.3,3,3
UDI0344,v2_Ad2.50,3,6
UDI0321,v2_Ad2.1,5,8
UDI0335,v2_Ad2.18,3,6
UDI0338,v2_Ad2.83,4,4
UDI0320,v2_Ad2.67,5,5
UDI0334,v2_Ad2.58,4,7
UDI0314,v2_Ad2.29,4,7
UDI0309,v2_Ad2.68,3,5
UDI0331,v2_Ad2.84,3,7
UDI0334,v2_Ad2.57,5,8
UDI0384,v2_Ad2.83,4,4
UDI0350,v2_Ad2.81,5,7
UDI0352,v2_Ad2.52,4,6
UDI0316,v2_Ad2.6,4,6
UDI0302,v2_Ad2.33,4,6
UDI0341,v2_Ad2.88,5,6
UDI0300,v2_Ad2.93,6,7
UDI0348,v2_Ad2.11,5,6
UDI0339,v2_Ad2.51,6,7
UDI0382,v2_Ad2.47,3,8
UDI0292,v2_Ad2.21,4,7
UDI0370,v2_Ad2.75,5,7
UDI0296,v2_Ad2.22,4,6
UDI0371,v2_Ad2.68,4,4
UDI0379,v2_Ad2.30,4,6
UDI0358,v2_Ad2.3,5,7
UDI0357,v2_Ad2.57,4,4
UDI0289,v2_Ad2.28,4,6
UDI0356,v2_Ad2.89,4,6
UDI0365,v2_Ad2.21,4,6
UDI0314,v2_Ad2.92,5,7
UDI0343,v2_Ad2.57,4,5
UDI0339,v2_Ad2.56,3,6
UDI0293,v2_Ad2.8,6,8
UDI0295,v2_Ad2.17,5,7
UDI0328,v2_Ad2.51,5,7
UDI0295,v2_Ad2.48,3,5
UDI0294,v2_Ad2.18,4,4
UDI0363,v2_Ad2.89,3,8
UDI0369,v2_Ad2.23,5,8
UDI0375,v2_Ad2.11,4,7
UDI0332,v2_Ad2.62,4,7
UDI0349,v2_Ad2.85,3,5
UDI0361,v2_Ad2.57,6,8
UDI0373,v2_Ad2.70,5,8
UDI0291,v2_Ad2.89,4,7
UDI0355,v2_Ad2.14,5,8
UDI0360,v2_Ad2.94,3,6
UDI0353,v2_Ad2.5,4,6
UDI0297,v2_Ad2.75,5,7
UDI0365,v2_Ad2.94,6,7
UDI0350,v2_Ad2.25,5,7
UDI0310,v2_Ad2.28,4,6
UDI0321,v2_Ad2.74,4,6
UDI0354,v2_Ad2.25,3,6
UDI0289,v2_Ad2.75,5,8
UDI0356,v2_Ad2.51,5,6
UDI0362,v2_Ad2.38,4,7
UDI0303,v2_Ad2.73,3,4
UDI0318,v2_Ad2.81,4,6
UDI0308,v2_Ad2.45,4,6
